"";"A01B";"A01C";"A01D";"A01F";"A01G";"A01H";"A01J";"A01K";"A01M";"A01N";"A01P";"A21B";"A21C";"A21D";"A22B";"A22C";"A23C";"A23D";"A23F";"A23G";"A23J";"A23K";"A23L";"A23N";"A23P";"A24B";"A24C";"A24F";"A41B";"A41C";"A41D";"A41G";"A41H";"A42B";"A43B";"A43C";"A43D";"A44C";"A45B";"A45C";"A45D";"A45F";"A46B";"A46D";"A47B";"A47C";"A47D";"A47F";"A47G";"A47H";"A47J";"A47K";"A47L";"A61B";"A61C";"A61D";"A61F";"A61G";"A61H";"A61J";"A61K";"A61L";"A61M";"A61N";"A61P";"A61Q";"A62B";"A62C";"A62D";"A63B";"A63C";"A63D";"A63F";"A63G";"A63H";"A63J";"B01D";"B01F";"B01J";"B01L";"B02B";"B02C";"B03B";"B03C";"B03D";"B04B";"B05B";"B05C";"B05D";"B06B";"B07B";"B07C";"B08B";"B09B";"B09C";"B21B";"B21C";"B21D";"B21F";"B21H";"B21J";"B21K";"B22C";"B22D";"B22F";"B23B";"B23C";"B23D";"B23F";"B23G";"B23H";"B23K";"B23P";"B23Q";"B24B";"B24C";"B24D";"B25B";"B25C";"B25D";"B25F";"B25H";"B25J";"B26B";"B26D";"B26F";"B27B";"B27C";"B27D";"B27G";"B27N";"B28B";"B28C";"B28D";"B29B";"B29C";"B29D";"B29K";"B29L";"B30B";"B31B";"B31D";"B31F";"B32B";"B33Y";"B41C";"B41F";"B41J";"B41K";"B41L";"B41M";"B42C";"B42D";"B43L";"B44B";"B44C";"B60B";"B60C";"B60D";"B60F";"B60G";"B60H";"B60J";"B60K";"B60L";"B60M";"B60N";"B60P";"B60Q";"B60R";"B60S";"B60T";"B60V";"B60W";"B61B";"B61C";"B61D";"B61F";"B61G";"B61H";"B61K";"B61L";"B62B";"B62D";"B62H";"B62J";"B62K";"B62M";"B63B";"B63C";"B63G";"B63H";"B63J";"B64B";"B64C";"B64D";"B64F";"B64G";"B65B";"B65C";"B65D";"B65F";"B65G";"B65H";"B66B";"B66C";"B66F";"B67B";"B67C";"B67D";"B81B";"B81C";"B82B";"B82Y";"C01B";"C01D";"C01F";"C01G";"C02F";"C03B";"C03C";"C04B";"C05D";"C05F";"C05G";"C07B";"C07C";"C07D";"C07F";"C07H";"C07J";"C07K";"C08B";"C08F";"C08G";"C08J";"C08K";"C08L";"C09B";"C09D";"C09J";"C09K";"C10B";"C10G";"C10J";"C10K";"C10L";"C10M";"C10N";"C11B";"C11C";"C11D";"C12C";"C12G";"C12H";"C12M";"C12N";"C12P";"C12Q";"C12R";"C13B";"C13K";"C21B";"C21C";"C21D";"C22B";"C22C";"C23C";"C23F";"C23G";"C25B";"C25C";"C25D";"C25F";"C30B";"C40B";"D01B";"D01D";"D01F";"D01G";"D01H";"D02G";"D03D";"D03J";"D04B";"D04H";"D05B";"D05C";"D06B";"D06C";"D06F";"D06H";"D06L";"D06M";"D06N";"D06P";"D07B";"D21B";"D21C";"D21F";"D21G";"D21H";"E01B";"E01C";"E01D";"E01F";"E01H";"E02B";"E02D";"E02F";"E03B";"E03C";"E03D";"E03F";"E04B";"E04D";"E04F";"E04G";"E04H";"E05B";"E05C";"E05D";"E05F";"E06B";"E06C";"E21B";"E21C";"E21D";"E21F";"F01D";"F01K";"F01L";"F01M";"F01N";"F01P";"F02B";"F02C";"F02D";"F02F";"F02G";"F02K";"F02M";"F02N";"F02P";"F03B";"F03C";"F03D";"F03G";"F04B";"F04C";"F04D";"F04F";"F15B";"F15C";"F15D";"F16B";"F16C";"F16D";"F16F";"F16G";"F16H";"F16K";"F16L";"F16M";"F16N";"F16P";"F16T";"F17C";"F17D";"F21K";"F21L";"F21S";"F21V";"F21W";"F21Y";"F22B";"F22D";"F22G";"F23C";"F23D";"F23G";"F23H";"F23J";"F23K";"F23L";"F23M";"F23N";"F23R";"F24C";"F24D";"F24F";"F24H";"F24J";"F24S";"F24T";"F24V";"F25B";"F25C";"F25D";"F25J";"F26B";"F27B";"F27D";"F28B";"F28D";"F28F";"F28G";"F41A";"F41B";"F41G";"F41H";"F41J";"F42B";"F42C";"F42D";"G01B";"G01C";"G01D";"G01F";"G01G";"G01H";"G01J";"G01K";"G01L";"G01M";"G01N";"G01P";"G01Q";"G01R";"G01S";"G01T";"G01V";"G01W";"G02B";"G02C";"G02F";"G03B";"G03C";"G03F";"G03G";"G03H";"G04B";"G04C";"G04D";"G04F";"G04G";"G04R";"G05B";"G05D";"G05F";"G05G";"G06C";"G06E";"G06F";"G06G";"G06J";"G06K";"G06M";"G06N";"G06Q";"G06T";"G07B";"G07C";"G07D";"G07F";"G07G";"G08B";"G08C";"G08G";"G09B";"G09C";"G09F";"G09G";"G10F";"G10G";"G10H";"G10K";"G10L";"G11B";"G11C";"G12B";"G16H";"G21C";"G21D";"G21F";"G21G";"G21K";"H01B";"H01C";"H01F";"H01G";"H01H";"H01J";"H01K";"H01L";"H01M";"H01P";"H01Q";"H01R";"H01S";"H01T";"H02B";"H02G";"H02H";"H02J";"H02K";"H02M";"H02N";"H02P";"H02S";"H03B";"H03D";"H03F";"H03G";"H03H";"H03J";"H03K";"H03L";"H03M";"H04B";"H04H";"H04J";"H04K";"H04L";"H04M";"H04N";"H04Q";"H04R";"H04S";"H04W";"H05B";"H05F";"H05G";"H05H";"H05K";"Type"
"0128";0;0;0;0;0;3;0;7;0;13;3;0;0;4;0;0;3;2;27;NA;0;9;8;0;0;11;0;94;NA;0;0;0;0;11;0;0;0;0;0;0;3;0;0;NA;0;0;0;0;0;0;6;34;0;8;0;0;9;2;3;33;NA;NA;NA;4;NA;40;12;3;2;3;0;NA;1;0;0;0;NA;11;NA;13;76;NA;35;0;50;18;3;0;0;NA;35;7;8;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;0;0;0;0;0;16;0;0;0;1;0;0;0;0;28;0;0;10;0;0;6;3;0;52;1;0;0;0;0;2;0;0;0;0;0;5;0;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;15;4;NA;0;0;0;0;0;0;0;0;0;7;6;17;14;14;100;0;0;16;0;0;8;0;0;38;65;NA;NA;NA;7;NA;26;10;27;25;5;8;9;0;1;11;2;0;27;0;49;2;0;0;11;0;8;4;16;12;6;12;5;11;22;0;0;7;0;0;0;0;0;0;0;0;0;4;21;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;20;6;0;0;0;0;7;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;2;0;0;0;0;0;0;0;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;NA;0;0;2;0;0;NA;0;2;2;0;0;0;0;11;4;0;0;0;1;0;0;0;0;0;7;0;0;0;6;56;0;0;1;0;2;0;9;2;8;16;0;0;1;0;0;0;NA;0;2;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;3;0;4;0;1;1;2;6;1;6;1;1;0;2;0;1;2;0;1;0;0;0;0;0;23;0;0;1;0;2;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;NA;8;0;0;0;0;0;0;0;4;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;4;0;0;0;0;"relatedness.density.ext"
"0129";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;1;4;0;0;0;5;0;0;0;0;4;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;0;0;3;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;5;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"relatedness.density.ext"
"0130";19;NA;9;24;NA;NA;0;6;24;1;0;0;0;5;0;0;2;7;0;NA;0;NA;5;0;0;13;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;14;45;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;6;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;5;0;7;12;0;9;1;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;18;0;0;4;0;9;0;16;0;0;19;20;0;0;0;0;0;0;0;0;8;0;0;NA;0;0;0;0;NA;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;7;0;6;0;0;0;0;4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;81;0;1;0;0;0;0;1;0;0;0;2;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;18;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"relatedness.density.ext"
"0140";0;0;0;0;0;0;100;3;0;4;7;0;0;6;0;0;NA;0;0;NA;100;4;6;0;0;9;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;5;34;0;0;0;0;0;0;0;26;1;2;1;0;0;0;0;0;7;0;0;NA;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;6;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"relatedness.density.ext"
"0141";1;1;1;3;5;NA;100;NA;4;NA;42;0;0;39;5;0;NA;26;100;NA;NA;NA;NA;0;0;33;6;0;NA;0;1;0;0;0;0;0;0;0;0;0;6;0;0;NA;0;0;0;0;0;0;2;0;0;3;0;38;1;0;0;4;NA;17;8;2;NA;41;0;0;38;0;0;NA;0;0;0;0;3;2;2;18;0;1;0;8;0;5;1;5;0;0;0;6;4;1;38;2;1;0;0;0;0;0;4;4;1;0;0;0;0;0;0;1;0;0;1;6;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;0;0;0;1;0;0;0;0;1;43;NA;6;0;35;18;0;0;0;0;10;0;1;0;0;1;2;0;0;0;2;0;1;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;1;0;1;0;2;0;1;4;0;9;1;0;0;0;0;0;4;2;0;13;1;0;0;36;16;0;0;4;0;5;12;21;15;72;15;NA;100;NA;13;4;1;2;0;2;4;4;0;6;7;10;0;0;26;0;0;20;0;32;41;8;23;44;NA;46;NA;72;100;15;0;1;3;0;1;0;2;0;0;25;1;0;1;40;0;0;2;2;0;0;0;0;0;0;0;0;0;0;4;2;9;27;0;2;6;0;28;1;1;30;0;5;6;0;2;4;0;0;0;0;0;0;40;NA;3;6;1;1;0;NA;9;0;0;3;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;NA;1;0;1;0;3;0;2;0;3;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;1;4;10;1;0;2;0;3;0;0;NA;0;2;0;0;0;0;8;0;3;4;5;3;10;3;1;3;NA;1;4;3;1;6;4;1;3;1;3;2;0;7;3;12;0;0;0;0;0;0;1;0;0;4;0;2;4;3;0;1;3;1;1;4;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;2;NA;4;2;0;17;11;2;0;0;1;4;1;11;0;2;1;0;1;3;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;3;3;3;"relatedness.density.ext"
"0142";2;1;1;3;4;6;0;17;1;9;11;46;0;10;5;0;8;6;27;NA;0;14;12;0;0;12;24;94;NA;100;10;0;1;11;4;0;17;2;0;14;17;0;0;NA;0;21;0;0;1;0;6;0;3;NA;11;26;NA;16;NA;21;NA;NA;NA;NA;NA;39;25;3;10;19;0;NA;2;0;1;0;NA;14;13;NA;0;1;0;52;100;33;3;0;2;0;0;15;7;16;10;2;1;1;19;0;0;0;4;4;1;0;0;0;0;0;0;1;1;0;1;6;0;0;NA;0;0;0;6;9;0;0;0;0;0;0;0;2;3;0;5;4;0;2;0;1;29;100;11;7;2;0;3;4;0;0;1;0;0;0;0;3;2;1;0;0;2;10;0;3;0;2;17;1;1;2;3;1;0;1;1;0;0;0;0;0;0;0;26;1;0;1;0;0;0;11;4;0;0;0;0;2;1;1;NA;15;13;4;2;2;1;0;0;0;0;51;12;26;0;38;NA;100;0;0;NA;4;3;4;0;53;12;21;18;61;15;27;100;42;13;6;5;5;4;5;0;3;0;2;7;5;16;16;12;0;0;13;0;9;8;36;12;NA;31;16;NA;33;0;0;2;1;3;0;1;1;11;0;34;25;14;21;10;16;0;0;2;2;0;0;1;0;0;0;0;0;0;0;10;2;6;7;0;0;6;0;7;1;1;7;0;5;6;0;2;12;0;0;19;0;0;0;0;0;3;6;3;1;0;NA;0;0;0;7;0;0;0;3;0;0;12;26;0;0;0;2;0;0;0;2;2;0;0;0;1;0;5;4;2;0;0;NA;0;0;3;0;0;NA;1;9;3;0;3;1;10;11;15;4;0;0;1;0;0;0;21;0;5;0;4;0;13;0;0;0;3;0;2;0;11;6;8;16;18;16;2;0;1;21;8;2;3;12;4;7;3;0;NA;0;8;0;0;0;0;13;3;9;NA;7;7;NA;19;10;6;NA;9;4;8;4;43;8;4;12;35;5;4;0;8;0;20;1;31;0;0;9;0;4;2;0;4;0;2;9;4;0;5;3;4;4;12;0;1;6;0;0;9;7;1;9;0;2;4;0;0;1;4;8;1;2;NA;41;2;0;83;46;21;0;0;5;4;9;15;0;5;4;1;4;9;8;0;1;1;1;1;1;0;0;0;7;0;0;0;2;0;0;1;0;2;5;3;3;3;5;NA;4;15;9;2;9;3;0;36;13;4;"relatedness.density.ext"
"0146";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"relatedness.density.ext"
"0147";0;0;0;0;0;3;0;9;0;7;7;0;0;9;0;0;9;2;73;NA;0;NA;NA;0;0;20;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;7;34;0;1;0;NA;0;0;0;26;8;5;1;0;8;0;0;0;8;0;0;NA;0;0;0;0;0;4;0;7;0;0;0;0;0;0;0;0;0;0;0;7;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;10;0;NA;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;21;0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;1;0;5;3;0;14;19;14;9;NA;8;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"relatedness.density.ext"
"0149";9;15;4;3;9;25;0;NA;NA;NA;23;0;0;19;NA;39;13;13;27;NA;0;NA;23;0;0;17;6;94;NA;0;1;0;0;0;0;0;0;0;0;0;4;0;0;NA;0;0;0;0;0;0;2;0;0;11;0;NA;5;2;3;10;NA;13;NA;18;52;33;12;0;18;3;0;NA;1;0;0;0;5;17;5;NA;0;1;0;NA;0;13;7;0;0;0;0;6;4;1;18;2;1;0;0;0;0;0;4;4;1;0;0;0;0;0;0;1;0;0;1;6;0;0;NA;0;0;0;2;0;0;0;0;0;0;0;0;2;3;0;0;1;0;0;0;1;0;0;0;6;1;0;2;2;0;0;1;0;0;0;0;2;0;1;0;0;1;2;0;0;0;2;1;1;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;4;0;0;0;5;4;1;0;2;0;3;4;0;1;1;0;0;0;0;0;9;26;0;34;3;0;0;36;10;7;0;4;0;17;12;21;12;36;8;40;52;54;10;4;1;2;0;1;4;1;0;6;7;5;0;0;14;0;0;11;0;18;23;20;11;NA;NA;28;NA;51;0;15;0;1;3;0;1;0;2;0;0;25;1;0;1;24;0;0;2;2;0;0;0;0;0;0;0;0;0;0;4;2;7;14;0;2;6;0;10;1;1;13;0;5;6;0;13;4;0;0;0;0;0;0;0;0;3;6;4;1;0;NA;2;0;0;3;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;2;2;0;0;0;1;0;5;0;0;0;0;NA;0;0;3;0;4;NA;1;2;3;0;3;0;2;11;3;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;1;0;1;2;0;0;0;0;0;0;1;4;6;1;0;2;0;3;0;0;NA;0;2;0;0;0;0;7;2;3;6;5;3;10;6;2;3;NA;2;4;3;1;6;4;1;5;3;3;1;0;7;0;18;0;23;0;0;1;0;1;1;0;4;0;2;3;2;0;2;3;2;1;6;0;0;2;0;0;2;1;0;2;0;0;0;0;0;1;3;1;0;3;NA;10;2;0;17;11;2;0;0;1;4;1;12;0;2;1;0;1;3;20;0;1;7;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;1;0;1;1;1;1;1;0;2;0;3;3;0;"relatedness.density.ext"
"0150";NA;10;14;18;8;NA;0;9;8;4;2;0;0;7;0;0;2;9;0;NA;0;12;4;0;0;3;0;0;NA;0;5;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;4;0;1;2;0;0;2;2;6;2;8;5;4;2;8;0;0;0;3;NA;100;NA;6;0;0;0;0;0;1;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;12;0;17;7;2;2;0;0;1;4;1;0;1;0;3;0;0;2;0;0;6;0;14;19;0;2;11;NA;15;14;25;0;15;2;0;0;0;0;0;0;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;2;0;0;21;0;0;7;0;0;0;0;0;0;0;2;19;0;0;0;0;0;0;0;2;0;0;NA;0;0;0;2;0;0;0;1;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;0;6;NA;0;0;0;0;3;NA;0;3;4;0;0;0;8;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;9;0;4;0;0;NA;0;0;0;0;0;0;2;2;4;NA;8;3;1;2;3;1;4;7;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;1;0;1;0;2;0;1;0;1;2;1;6;0;1;0;0;0;0;1;0;3;1;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;"relatedness.density.ext"
